Event 2,,,,,,,,,,,,,,,Length Strata,,,Calculated or from Event 1 ,,,,,Length Strata,,
Event,Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,All,Small,Big,Fork Length Corrected (mm),E1 Tag Area,E1 Lat (WGS84),E1 Long (WGS84),Growth (mm),All,Small,Big
2,4314,Roti Groot,18,12/18/2023,,,392,0,,D,,62.855493,-145.60599,N,yes,yes,,387,,,,,yes,yes,
2,4315,Roti Groot,18,12/18/2023,,,394,0,,D,,62.855493,-145.60599,N,yes,yes,,389,,,,,yes,yes,
2,4316,Roti Groot,18,12/18/2023,,,414,0,,D,,62.855493,-145.60599,N,yes,,yes,409,,,,,yes,,yes
2,4317,Roti Groot,19,12/19/2023,,,322,0,,D,,62.855493,-145.60599,Y,,,,317,,,,,,,
2,4318,Roti Groot,19,12/19/2023,,,337,0,,D,,62.855493,-145.60599,Y,,,,332,,,,,,,
2,4319,Roti Groot,19,12/19/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4320,Roti Groot,19,12/19/2023,,,312,0,,D,,62.855493,-145.60599,Y,,,,307,,,,,,,
2,4321,Roti Groot,19,12/19/2023,,,325,0,,D,,62.855493,-145.60599,Y,,,,320,,,,,,,
2,4322,Roti Groot,19,12/19/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4323,Roti Groot,19,12/19/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4324,Roti Groot,19,12/19/2023,,,348,0,,D,,62.855493,-145.60599,Y,yes,yes,,343,,,,,,,
2,4325,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4326,Roti Groot,19,12/19/2023,,,361,0,,D,,62.855493,-145.60599,Y,yes,yes,,356,,,,,yes,yes,
2,4327,Roti Groot,19,12/19/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4328,Roti Groot,19,12/19/2023,,,333,0,,D,,62.855493,-145.60599,Y,,,,328,,,,,,,
2,4329,Roti Groot,19,12/19/2023,,,439,0,,D,,62.855493,-145.60599,Y,yes,,yes,433,,,,,yes,,yes
2,4330,Roti Groot,19,12/19/2023,,,345,0,,D,,62.855493,-145.60599,Y,yes,yes,,340,,,,,,,
2,4331,Roti Groot,19,12/19/2023,,,327,0,,D,,62.855493,-145.60599,Y,,,,322,,,,,,,
2,4332,Roti Groot,19,12/19/2023,,,328,0,,D,,62.855493,-145.60599,Y,,,,323,,,,,,,
2,4333,Roti Groot,19,12/19/2023,,,392,0,,D,,62.855493,-145.60599,Y,yes,yes,,387,,,,,yes,yes,
2,4334,Roti Groot,19,12/19/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4335,Roti Groot,19,12/19/2023,,,334,0,,D,,62.855493,-145.60599,Y,,,,329,,,,,,,
2,4336,Roti Groot,19,12/19/2023,,,364,0,,D,,62.855493,-145.60599,Y,yes,yes,,359,,,,,yes,yes,
2,4337,Roti Groot,19,12/19/2023,,,371,0,,D,,62.855493,-145.60599,Y,yes,yes,,366,,,,,yes,yes,
2,4338,Roti Groot,19,12/19/2023,,,329,0,,D,,62.855493,-145.60599,Y,,,,324,,,,,,,
2,4339,Roti Groot,19,12/19/2023,,,348,0,,D,,62.855493,-145.60599,Y,yes,yes,,343,,,,,,,
2,4340,Roti Groot,19,12/19/2023,,,389,0,,D,,62.855493,-145.60599,Y,yes,yes,,384,,,,,yes,yes,
2,4341,Roti Groot,19,12/19/2023,,,375,0,,D,,62.855493,-145.60599,Y,yes,yes,,370,,,,,yes,yes,
2,4342,Roti Groot,19,12/19/2023,,,389,0,,D,,62.855493,-145.60599,Y,yes,yes,,384,,,,,yes,yes,
2,4343,Roti Groot,19,12/19/2023,,,352,0,,D,,62.855493,-145.60599,Y,yes,yes,,347,,,,,yes,yes,
2,4344,Roti Groot,19,12/19/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4345,Roti Groot,19,12/19/2023,,,327,0,,D,,62.855493,-145.60599,Y,,,,322,,,,,,,
2,4346,Roti Groot,19,12/19/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4347,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4348,Roti Groot,19,12/19/2023,,,402,0,,D,,62.855493,-145.60599,Y,yes,,yes,397,,,,,yes,yes,
2,4349,Roti Groot,19,12/19/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4350,Roti Groot,19,12/19/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4351,Roti Groot,19,12/19/2023,,,328,0,,D,,62.855493,-145.60599,Y,,,,323,,,,,,,
2,4352,Roti Groot,19,12/19/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4353,Roti Groot,19,12/19/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4354,Roti Groot,19,12/19/2023,,,333,0,,D,,62.855493,-145.60599,Y,,,,328,,,,,,,
2,4355,Roti Groot,19,12/19/2023,,,339,0,,D,,62.855493,-145.60599,Y,,,,334,,,,,,,
2,4356,Roti Groot,19,12/19/2023,,,366,0,,D,,62.855493,-145.60599,Y,yes,yes,,361,,,,,yes,yes,
2,4357,Roti Groot,19,12/19/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4358,Roti Groot,19,12/19/2023,,,327,0,,D,,62.855493,-145.60599,Y,,,,322,,,,,,,
2,4359,Roti Groot,19,12/19/2023,,,317,0,,D,,62.855493,-145.60599,Y,,,,312,,,,,,,
2,4360,Roti Groot,19,12/19/2023,,,339,0,,D,,62.855493,-145.60599,Y,,,,334,,,,,,,
2,4361,Roti Groot,19,12/19/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4362,Roti Groot,19,12/19/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4363,Roti Groot,19,12/19/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4364,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4365,Roti Groot,19,12/19/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4366,Roti Groot,19,12/19/2023,,,355,0,,D,,62.855493,-145.60599,Y,yes,yes,,350,,,,,yes,yes,
2,4367,Roti Groot,19,12/19/2023,,,386,0,,D,,62.855493,-145.60599,Y,yes,yes,,381,,,,,yes,yes,
2,4368,Roti Groot,19,12/19/2023,,,304,0,,D,,62.855493,-145.60599,Y,,,,299,,,,,,,
2,4369,Roti Groot,19,12/19/2023,,,357,0,,D,,62.855493,-145.60599,Y,yes,yes,,352,,,,,yes,yes,
2,4370,Roti Groot,19,12/19/2023,,,352,0,,D,,62.855493,-145.60599,Y,yes,yes,,347,,,,,yes,yes,
2,4371,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4372,Roti Groot,19,12/19/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4373,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4374,Roti Groot,19,12/19/2023,,,315,0,,D,,62.855493,-145.60599,Y,,,,310,,,,,,,
2,4375,Roti Groot,19,12/19/2023,,,350,0,,D,,62.855493,-145.60599,Y,yes,yes,,345,,,,,yes,yes,
2,4376,Roti Groot,19,12/19/2023,,,338,0,,D,,62.855493,-145.60599,Y,,,,333,,,,,,,
2,4377,Roti Groot,19,12/19/2023,,,324,0,,D,,62.855493,-145.60599,Y,,,,319,,,,,,,
2,4378,Roti Groot,19,12/19/2023,,,325,0,,D,,62.855493,-145.60599,Y,,,,320,,,,,,,
2,4379,Roti Groot,19,12/19/2023,,,374,0,,D,,62.855493,-145.60599,Y,yes,yes,,369,,,,,yes,yes,
2,4380,Roti Groot,19,12/19/2023,,,336,0,,D,,62.855493,-145.60599,Y,,,,331,,,,,,,
2,4381,Roti Groot,19,12/19/2023,,,334,0,,D,,62.855493,-145.60599,Y,,,,329,,,,,,,
2,4382,Roti Groot,19,12/19/2023,,,326,0,,D,,62.855493,-145.60599,Y,,,,321,,,,,,,
2,4383,Roti Groot,19,12/19/2023,,,351,0,,D,,62.855493,-145.60599,Y,yes,yes,,346,,,,,yes,yes,
2,4384,Roti Groot,19,12/19/2023,,,377,0,,D,,62.855493,-145.60599,Y,yes,yes,,372,,,,,yes,yes,
2,4385,Roti Groot,19,12/19/2023,,,360,0,,D,,62.855493,-145.60599,Y,yes,yes,,355,,,,,yes,yes,
2,4386,Roti Groot,19,12/19/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4387,Roti Groot,19,12/19/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4388,Roti Groot,19,12/19/2023,,,322,0,,D,,62.855493,-145.60599,Y,,,,317,,,,,,,
2,4389,Roti Groot,19,12/19/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4390,Roti Groot,19,12/19/2023,,,419,0,,D,,62.855493,-145.60599,Y,yes,,yes,414,,,,,yes,,yes
2,4391,Roti Groot,19,12/19/2023,,,478,0,,D,,62.855493,-145.60599,Y,yes,,yes,472,,,,,yes,,yes
2,4392,Roti Groot,19,12/19/2023,,,441,0,,D,,62.855493,-145.60599,Y,yes,,yes,435,,,,,yes,,yes
2,4393,Roti Groot,19,12/19/2023,,,325,0,,D,,62.855493,-145.60599,Y,,,,320,,,,,,,
2,4394,Roti Groot,19,12/19/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4395,Roti Groot,19,12/19/2023,,,334,0,,D,,62.855493,-145.60599,Y,,,,329,,,,,,,
2,4396,Roti Groot,19,12/19/2023,,,319,0,,D,,62.855493,-145.60599,Y,,,,314,,,,,,,
2,4397,Roti Groot,19,12/19/2023,,,335,0,,D,,62.855493,-145.60599,Y,,,,330,,,,,,,
2,4398,Roti Groot,20,12/26/2023,,,379,0,,D,,62.855493,-145.60599,Y,yes,yes,,374,,,,,yes,yes,
2,4399,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4400,Roti Groot,20,12/26/2023,,,333,0,,D,,62.855493,-145.60599,Y,,,,328,,,,,,,
2,4401,Roti Groot,20,12/26/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4402,Roti Groot,20,12/26/2023,,,364,0,,D,,62.855493,-145.60599,Y,yes,yes,,359,,,,,yes,yes,
2,4403,Roti Groot,20,12/26/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4404,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4405,Roti Groot,20,12/26/2023,,,350,0,,D,,62.855493,-145.60599,Y,yes,yes,,345,,,,,yes,yes,
2,4406,Roti Groot,20,12/26/2023,,,353,0,,D,,62.855493,-145.60599,Y,yes,yes,,348,,,,,yes,yes,
2,4407,Roti Groot,20,12/26/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4408,Roti Groot,20,12/26/2023,,,338,0,,D,,62.855493,-145.60599,Y,,,,333,,,,,,,
2,4409,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4410,Roti Groot,20,12/26/2023,,,360,0,,D,,62.855493,-145.60599,Y,yes,yes,,355,,,,,yes,yes,
2,4411,Roti Groot,20,12/26/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4412,Roti Groot,20,12/26/2023,,,423,0,,D,,62.855493,-145.60599,Y,yes,,yes,418,,,,,yes,,yes
2,4413,Roti Groot,20,12/26/2023,,,311,0,,D,,62.855493,-145.60599,Y,,,,306,,,,,,,
2,4414,Roti Groot,20,12/26/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4415,Roti Groot,20,12/26/2023,,,327,0,,D,,62.855493,-145.60599,Y,,,,322,,,,,,,
2,4416,Roti Groot,20,12/26/2023,,,395,0,,D,,62.855493,-145.60599,Y,yes,yes,,390,,,,,yes,yes,
2,4417,Roti Groot,20,12/26/2023,,,334,0,,D,,62.855493,-145.60599,Y,,,,329,,,,,,,
2,4418,Roti Groot,20,12/26/2023,,,369,0,,D,,62.855493,-145.60599,Y,yes,yes,,364,,,,,yes,yes,
2,4419,Roti Groot,20,12/26/2023,,,387,0,,D,,62.855493,-145.60599,Y,yes,yes,,382,,,,,yes,yes,
2,4420,Roti Groot,20,12/26/2023,,,363,0,,D,,62.855493,-145.60599,Y,yes,yes,,358,,,,,yes,yes,
2,4421,Roti Groot,20,12/26/2023,,,372,0,,D,,62.855493,-145.60599,Y,yes,yes,,367,,,,,yes,yes,
2,4422,Roti Groot,20,12/26/2023,,,313,0,,D,,62.855493,-145.60599,Y,,,,308,,,,,,,
2,4423,Roti Groot,20,12/26/2023,,,368,0,,D,,62.855493,-145.60599,Y,yes,yes,,363,,,,,yes,yes,
2,4424,Roti Groot,20,12/26/2023,,,368,0,,D,,62.855493,-145.60599,Y,yes,yes,,363,,,,,yes,yes,
2,4425,Roti Groot,20,12/26/2023,,,332,0,,D,,62.855493,-145.60599,Y,,,,327,,,,,,,
2,4426,Roti Groot,20,12/26/2023,,,369,0,,D,,62.855493,-145.60599,Y,yes,yes,,364,,,,,yes,yes,
2,4427,Roti Groot,20,12/26/2023,,,322,0,,D,,62.855493,-145.60599,Y,,,,317,,,,,,,
2,4428,Roti Groot,20,12/26/2023,,,354,0,,D,,62.855493,-145.60599,Y,yes,yes,,349,,,,,yes,yes,
2,4429,Roti Groot,20,12/26/2023,,,419,0,,D,,62.855493,-145.60599,Y,yes,,yes,414,,,,,yes,,yes
2,4430,Roti Groot,20,12/26/2023,,,323,0,,D,,62.855493,-145.60599,Y,,,,318,,,,,,,
2,4431,Roti Groot,20,12/26/2023,,,329,0,,D,,62.855493,-145.60599,Y,,,,324,,,,,,,
2,4432,Roti Groot,20,12/26/2023,,,321,0,,D,,62.855493,-145.60599,Y,,,,316,,,,,,,
2,4433,Roti Groot,20,12/26/2023,,,351,0,,D,,62.855493,-145.60599,Y,yes,yes,,346,,,,,yes,yes,
2,4434,Roti Groot,20,12/26/2023,,,348,0,,D,,62.855493,-145.60599,Y,yes,yes,,343,,,,,,,
2,4435,Roti Groot,20,12/26/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4436,Roti Groot,20,12/26/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4437,Roti Groot,20,12/26/2023,,,315,0,,D,,62.855493,-145.60599,Y,,,,310,,,,,,,
2,4438,Roti Groot,20,12/26/2023,,8345,340,1,,D,,62.855493,-145.60599,Y,,,,333,B,62.91602,-62.91602,7,,,
2,4439,Roti Groot,20,12/26/2023,,,372,0,,D,,62.855493,-145.60599,Y,yes,yes,,367,,,,,yes,yes,
2,4440,Roti Groot,20,12/26/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4441,Roti Groot,20,12/26/2023,,,362,0,,D,,62.855493,-145.60599,Y,yes,yes,,357,,,,,yes,yes,
2,4442,Roti Groot,20,12/26/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4443,Roti Groot,20,12/26/2023,,,313,0,,D,,62.855493,-145.60599,Y,,,,308,,,,,,,
2,4444,Roti Groot,20,12/26/2023,,,350,0,,D,,62.855493,-145.60599,Y,yes,yes,,345,,,,,yes,yes,
2,4445,Roti Groot,20,12/26/2023,,,393,0,,D,,62.855493,-145.60599,Y,yes,yes,,388,,,,,yes,yes,
2,4446,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4447,Roti Groot,20,12/26/2023,,,327,0,,D,,62.855493,-145.60599,Y,,,,322,,,,,,,
2,4448,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4449,Roti Groot,20,12/26/2023,,,364,0,,D,,62.855493,-145.60599,Y,yes,yes,,359,,,,,yes,yes,
2,4450,Roti Groot,20,12/26/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4451,Roti Groot,20,12/26/2023,,,330,0,,D,,62.855493,-145.60599,Y,,,,325,,,,,,,
2,4452,Roti Groot,20,12/26/2023,,,365,0,,D,,62.855493,-145.60599,Y,yes,yes,,360,,,,,yes,yes,
2,4453,Roti Groot,20,12/26/2023,,,357,0,,D,,62.855493,-145.60599,Y,yes,yes,,352,,,,,yes,yes,
2,4454,Roti Groot,20,12/26/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4455,Roti Groot,20,12/26/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4456,Roti Groot,20,12/26/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4457,Roti Groot,20,12/26/2023,,,354,0,,D,,62.855493,-145.60599,Y,yes,yes,,349,,,,,yes,yes,
2,4458,Roti Groot,20,12/26/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4459,Roti Groot,20,12/26/2023,,,332,0,,D,,62.855493,-145.60599,Y,,,,327,,,,,,,
2,4460,Roti Groot,20,12/26/2023,,,324,0,,D,,62.855493,-145.60599,Y,,,,319,,,,,,,
2,4461,Roti Groot,20,12/26/2023,,,311,0,,D,,62.855493,-145.60599,Y,,,,306,,,,,,,
2,4462,Roti Groot,20,12/26/2023,,,353,0,,D,,62.855493,-145.60599,Y,yes,yes,,348,,,,,yes,yes,
2,4463,Roti Groot,20,12/26/2023,,,373,0,,D,,62.855493,-145.60599,Y,yes,yes,,368,,,,,yes,yes,
2,4464,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4465,Roti Groot,20,12/26/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4466,Roti Groot,20,12/26/2023,,,352,0,,D,,62.855493,-145.60599,Y,yes,yes,,347,,,,,yes,yes,
2,4467,Roti Groot,20,12/26/2023,,,336,0,,D,,62.855493,-145.60599,Y,,,,331,,,,,,,
2,4468,Roti Groot,20,12/26/2023,,,337,0,,D,,62.855493,-145.60599,Y,,,,332,,,,,,,
2,4469,Roti Groot,20,12/26/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4470,Roti Groot,20,12/26/2023,,,348,0,,D,,62.855493,-145.60599,Y,yes,yes,,343,,,,,,,
2,4471,Roti Groot,20,12/26/2023,,,329,0,,D,,62.855493,-145.60599,Y,,,,324,,,,,,,
2,4472,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4473,Roti Groot,20,12/26/2023,,,333,0,,D,,62.855493,-145.60599,Y,,,,328,,,,,,,
2,4474,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4475,Roti Groot,20,12/26/2023,,,359,0,,D,,62.855493,-145.60599,Y,yes,yes,,354,,,,,yes,yes,
2,4476,Roti Groot,20,12/26/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4477,Roti Groot,20,12/26/2023,,,360,0,,D,,62.855493,-145.60599,Y,yes,yes,,355,,,,,yes,yes,
2,4478,Roti Groot,20,12/26/2023,,,357,0,,D,,62.855493,-145.60599,Y,yes,yes,,352,,,,,yes,yes,
2,4479,Roti Groot,20,12/26/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4480,Roti Groot,20,12/26/2023,,,326,0,,D,,62.855493,-145.60599,Y,,,,321,,,,,,,
2,4481,Roti Groot,20,12/26/2023,,,340,0,,D,,62.855493,-145.60599,Y,,,,335,,,,,,,
2,4482,Roti Groot,20,12/26/2023,,,352,0,,D,,62.855493,-145.60599,Y,yes,yes,,347,,,,,yes,yes,
2,4483,Roti Groot,20,12/26/2023,,,328,0,,D,,62.855493,-145.60599,Y,,,,323,,,,,,,
2,4484,Roti Groot,20,12/26/2023,,,368,0,,D,,62.855493,-145.60599,Y,yes,yes,,363,,,,,yes,yes,
2,4485,Roti Groot,20,12/26/2023,,,305,0,,D,,62.855493,-145.60599,Y,,,,300,,,,,,,
2,4486,Roti Groot,20,12/26/2023,,,332,0,,D,,62.855493,-145.60599,Y,,,,327,,,,,,,
2,4487,Roti Groot,20,12/26/2023,,,398,0,,D,,62.855493,-145.60599,Y,yes,yes,,393,,,,,yes,yes,
2,4488,Roti Groot,20,12/26/2023,,,330,0,,D,,62.855493,-145.60599,Y,,,,325,,,,,,,
2,4489,Roti Groot,20,12/26/2023,,,326,0,,D,,62.855493,-145.60599,Y,,,,321,,,,,,,
2,4490,Roti Groot,20,12/26/2023,,,393,0,,D,,62.855493,-145.60599,Y,yes,yes,,388,,,,,yes,yes,
2,4491,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4492,Roti Groot,20,12/26/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4493,Roti Groot,20,12/26/2023,,,337,0,,D,,62.855493,-145.60599,Y,,,,332,,,,,,,
2,4494,Roti Groot,20,12/26/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4495,Roti Groot,20,12/26/2023,,,336,0,,D,,62.855493,-145.60599,Y,,,,331,,,,,,,
2,4496,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4497,Roti Groot,20,12/26/2023,,,406,0,,D,,62.855493,-145.60599,Y,yes,,yes,401,,,,,yes,,yes
2,4498,Roti Groot,20,12/26/2023,,,345,0,,D,,62.855493,-145.60599,Y,yes,yes,,340,,,,,,,
2,4499,Roti Groot,20,12/26/2023,,,333,0,,D,,62.855493,-145.60599,Y,,,,328,,,,,,,
2,4500,Roti Groot,20,12/26/2023,,,307,0,,D,,62.855493,-145.60599,Y,,,,302,,,,,,,
2,4501,Roti Groot,20,12/26/2023,,,344,0,,D,,62.855493,-145.60599,Y,,,,339,,,,,,,
2,4502,Roti Groot,20,12/26/2023,,,332,0,,D,,62.855493,-145.60599,Y,,,,327,,,,,,,
2,4503,Roti Groot,20,12/26/2023,,,317,0,,D,,62.855493,-145.60599,Y,,,,312,,,,,,,
2,4504,Roti Groot,20,12/26/2023,,,329,0,,D,,62.855493,-145.60599,Y,,,,324,,,,,,,
2,4505,Roti Groot,20,12/26/2023,,,357,0,,D,,62.855493,-145.60599,Y,yes,yes,,352,,,,,yes,yes,
2,4506,Roti Groot,20,12/26/2023,,,351,0,,D,,62.855493,-145.60599,Y,yes,yes,,346,,,,,yes,yes,
2,4507,Roti Groot,20,12/26/2023,,,332,0,,D,,62.855493,-145.60599,Y,,,,327,,,,,,,
2,4508,Roti Groot,20,12/26/2023,,,322,0,,D,,62.855493,-145.60599,Y,,,,317,,,,,,,
2,4509,Roti Groot,20,12/26/2023,,,335,0,,D,,62.855493,-145.60599,Y,,,,330,,,,,,,
2,4510,Roti Groot,20,12/26/2023,,,312,0,,D,,62.855493,-145.60599,Y,,,,307,,,,,,,
2,4511,Roti Groot,20,12/26/2023,,,334,0,,D,,62.855493,-145.60599,Y,,,,329,,,,,,,
2,4512,Roti Groot,20,12/26/2023,,,404,0,,D,,62.855493,-145.60599,Y,yes,,yes,399,,,,,yes,yes,
2,4513,Roti Groot,20,12/26/2023,,,342,0,,D,,62.855493,-145.60599,Y,,,,337,,,,,,,
2,4514,Roti Groot,20,12/26/2023,,,326,0,,D,,62.855493,-145.60599,Y,,,,321,,,,,,,
2,4515,Roti Groot,20,12/26/2023,,,341,0,,D,,62.855493,-145.60599,Y,,,,336,,,,,,,
2,4516,Roti Groot,20,12/26/2023,,,328,0,,D,,62.855493,-145.60599,Y,,,,323,,,,,,,
2,4517,Roti Groot,20,12/26/2023,,,417,0,,D,,62.855493,-145.60599,Y,yes,,yes,412,,,,,yes,,yes
2,4518,Roti Groot,20,12/26/2023,,,324,0,,D,,62.855493,-145.60599,Y,,,,319,,,,,,,
2,4519,Roti Groot,20,12/26/2023,,,331,0,,D,,62.855493,-145.60599,Y,,,,326,,,,,,,
2,4520,Roti Groot,20,12/26/2023,,,347,0,,D,,62.855493,-145.60599,Y,yes,yes,,342,,,,,,,
2,4521,Roti Groot,20,12/26/2023,,,328,0,,D,,62.855493,-145.60599,Y,,,,323,,,,,,,
2,4522,Roti Groot,20,12/26/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4523,Roti Groot,20,12/26/2023,,,338,0,,D,,62.855493,-145.60599,Y,,,,333,,,,,,,
2,4524,Roti Groot,20,12/26/2023,,,372,0,,D,,62.855493,-145.60599,Y,yes,yes,,367,,,,,yes,yes,
2,4525,Roti Groot,20,12/26/2023,,,352,0,,D,,62.855493,-145.60599,Y,yes,yes,,347,,,,,yes,yes,
2,4526,Roti Groot,20,12/26/2023,,,349,0,,D,,62.855493,-145.60599,Y,yes,yes,,344,,,,,,,
2,4527,Roti Groot,20,12/26/2023,,,383,0,,D,,62.855493,-145.60599,Y,yes,yes,,378,,,,,yes,yes,
2,4528,Roti Groot,20,12/26/2023,,,346,0,,D,,62.855493,-145.60599,Y,yes,yes,,341,,,,,,,
2,4529,Roti Groot,20,12/26/2023,,,321,0,,D,,62.855493,-145.60599,Y,,,,316,,,,,,,
2,4530,Roti Groot,20,12/26/2023,,,323,0,,D,,62.855493,-145.60599,Y,,,,318,,,,,,,
2,4531,Roti Groot,20,12/26/2023,,,318,0,,D,,62.855493,-145.60599,Y,,,,313,,,,,,,
2,4532,Roti Groot,20,12/26/2023,,,339,0,,D,,62.855493,-145.60599,Y,,,,334,,,,,,,
2,4533,Roti Groot,20,12/26/2023,,,343,0,,D,,62.855493,-145.60599,Y,,,,338,,,,,,,
2,4534,Roti Groot,20,12/26/2023,,,250,0,,D,,62.855493,-145.60599,Y,,,,246,,,,,,,
2,4535,Roti Groot,21,12/29/2023,,,354,0,,D,,62.855493,-145.60599,N,yes,yes,,349,,,,,yes,yes,
2,4536,Roti Groot,21,12/29/2023,,,395,0,,D,,62.855493,-145.60599,N,yes,yes,,390,,,,,yes,yes,
2,4537,Roti Groot,21,12/29/2023,,,344,0,,D,,62.855493,-145.60599,N,,,,339,,,,,,,
2,4538,Roti Groot,21,12/29/2023,,,362,0,,D,,62.855493,-145.60599,N,yes,yes,,357,,,,,yes,yes,
2,4539,Roti Groot,21,12/29/2023,,,328,0,,D,,62.855493,-145.60599,N,,,,323,,,,,,,
2,4540,Roti Groot,21,12/29/2023,,,371,0,,D,,62.855493,-145.60599,N,yes,yes,,366,,,,,yes,yes,
2,4541,Roti Groot,21,12/29/2023,,,324,0,,D,,62.855493,-145.60599,N,,,,319,,,,,,,
2,4542,Roti Groot,21,12/29/2023,,,361,0,,D,,62.855493,-145.60599,N,yes,yes,,356,,,,,yes,yes,
